ensembl_id,gene_symbol,ncbi_id
ENSG00000167904,TMEM68,NCBI:137695
ENSG00000174429,ABRA,NCBI:137735
ENSG00000197353,LYPD2,NCBI:137797
ENSG00000203710,CR1,NCBI:1378
ENSG00000180053,NKX2-6,NCBI:137814
ENSG00000165071,TMEM71,NCBI:137835
ENSG00000185053,SGCZ,NCBI:137868
ENSG00000147576,ADHFE1,NCBI:137872
ENSG00000215114,UBXN2B,NCBI:137886
ENSG00000197721,CR1L,NCBI:1379
ENSG00000147485,PXDNL,NCBI:137902
ENSMUSG00000033726,Emx1,NCBI:13796
ENSG00000158669,GPAT4,NCBI:137964
ENSMUSG00000043969,Emx2,NCBI:13797
ENSG00000156687,UNC5D,NCBI:137970
ENSMUSG00000058665,En1,NCBI:13798
ENSMUSG00000039095,En2,NCBI:13799
ENSG00000165046,LETM2,NCBI:137994
ENSG00000117322,CR2,NCBI:1380
ENSMUSG00000022995,Enah,NCBI:13800
ENSG00000176566,DCAF4L2,NCBI:138009
ENSMUSG00000029286,Enam,NCBI:13801
ENSMUSG00000041773,Enc1,NCBI:13803
ENSMUSG00000015337,Endog,NCBI:13804
ENSG00000184672,RALYL,NCBI:138046
ENSMUSG00000026814,Eng,NCBI:13805
ENSG00000165102,HGSNAT,NCBI:138050
ENSMUSG00000063524,Eno1,NCBI:13806
ENSG00000165188,RNF183,NCBI:138065
ENSMUSG00000004267,Eno2,NCBI:13807
ENSMUSG00000060600,Eno3,NCBI:13808
ENSMUSG00000028024,Enpep,NCBI:13809
ENSG00000166426,RBP5,NCBI:1381
ENSMUSG00000032446,Eomes,NCBI:13813
ENSG00000148411,NACC2,NCBI:138151
ENSG00000224045,PAEPP1,NCBI:138159
ENSG00000160345,PIERCE1,NCBI:138162
ENSMUSG00000024140,Epas1,NCBI:13819
ENSG00000156017,CARNMT1,NCBI:138199
ENSG00000143320,CRABP2,NCBI:1382
ENSMUSG00000027624,Epb41l1,NCBI:13821
ENSMUSG00000019978,Epb41l2,NCBI:13822
ENSMUSG00000024044,Epb41l3,NCBI:13823
ENSG00000229184,ATP5PDP2,NCBI:138234
ENSMUSG00000024376,Epb41l4a,NCBI:13824
ENSG00000204669,C9orf57,NCBI:138240
ENSG00000155621,C9orf85,NCBI:138241
ENSG00000204711,CFAP95,NCBI:138255
ENSMUSG00000023216,Epb42,NCBI:13828
ENSMUSG00000022099,Dmtn,NCBI:13829
ENSMUSG00000026880,Stom,NCBI:13830
ENSG00000204001,LCN8,NCBI:138307
ENSMUSG00000024240,Epc1,NCBI:13831
ENSG00000165716,DIPK1B,NCBI:138311
ENSMUSG00000029859,Epha1,NCBI:13835
ENSMUSG00000006445,Epha2,NCBI:13836
ENSMUSG00000052504,Epha3,NCBI:13837
ENSMUSG00000026235,Epha4,NCBI:13838
ENSMUSG00000029245,Epha5,NCBI:13839
ENSG00000095321,CRAT,NCBI:1384
ENSMUSG00000055540,Epha6,NCBI:13840
ENSMUSG00000028289,Epha7,NCBI:13841
ENSG00000232203,SLC25A6P2,NCBI:138412
ENSMUSG00000028661,Epha8,NCBI:13842
ENSG00000187024,PTRH1,NCBI:138428
ENSG00000167103,PIP5KL1,NCBI:138429
ENSMUSG00000028664,Ephb2,NCBI:13844
ENSMUSG00000005958,Ephb3,NCBI:13845
ENSMUSG00000029710,Ephb4,NCBI:13846
ENSG00000122728,TAF1L,NCBI:138474
ENSMUSG00000029869,Ephb6,NCBI:13848
ENSMUSG00000038776,Ephx1,NCBI:13849
ENSG00000118260,CREB1,NCBI:1385
ENSMUSG00000022040,Ephx2,NCBI:13850
ENSMUSG00000029428,Stx2,NCBI:13852
ENSMUSG00000055493,Epm2a,NCBI:13853
ENSMUSG00000035203,Epn1,NCBI:13854
ENSMUSG00000001036,Epn2,NCBI:13855
ENSMUSG00000029711,Epo,NCBI:13856
ENSMUSG00000006235,Epor,NCBI:13857
ENSMUSG00000028552,Eps15,NCBI:13858
ENSMUSG00000006276,Eps15l1,NCBI:13859
ENSG00000115966,ATF2,NCBI:1386
ENSMUSG00000015766,Eps8,NCBI:13860
ENSMUSG00000052234,Epx,NCBI:13861
ENSMUSG00000026937,Lcn5,NCBI:13863
ENSG00000158079,PTPDC1,NCBI:138639
ENSMUSG00000002393,Nr2f6,NCBI:13864
ENSG00000291168,ANKRD19P,NCBI:138649
ENSMUSG00000069171,Nr2f1,NCBI:13865
ENSG00000276717,PRSS47P,NCBI:138652
ENSMUSG00000062312,Erbb2,NCBI:13866
ENSMUSG00000018166,Erbb3,NCBI:13867
ENSMUSG00000062209,Erbb4,NCBI:13869
ENSG00000005339,CREBBP,NCBI:1387
ENSMUSG00000003549,Ercc1,NCBI:13870
ENSMUSG00000030400,Ercc2,NCBI:13871
ENSG00000205143,ARID3C,NCBI:138715
ENSG00000164967,RPP25L,NCBI:138716
ENSMUSG00000024382,Ercc3,NCBI:13872
ENSG00000174038,SPATA31G1,NCBI:138724
ENSMUSG00000029377,Ereg,NCBI:13874
ENSMUSG00000040857,Erf,NCBI:13875
ENSMUSG00000040732,Erg,NCBI:13876
ENSMUSG00000021131,Erh,NCBI:13877
ENSG00000277556,OR13C5,NCBI:138799
ENSG00000213676,ATF6B,NCBI:1388
ENSG00000186943,OR13C8,NCBI:138802
ENSG00000204246,OR13C3,NCBI:138803
ENSG00000148136,OR13C4,NCBI:138804
ENSG00000186881,OR13F1,NCBI:138805
ENSMUSG00000057400,Ces1c,NCBI:13884
ENSMUSG00000021996,Esd,NCBI:13885
ENSG00000213954,ATP5PDP3,NCBI:138864
ENSG00000171496,OR1L8,NCBI:138881
ENSG00000171501,OR1N2,NCBI:138882
ENSG00000171505,OR1N1,NCBI:138883
ENSG00000111269,CREBL2,NCBI:1389
ENSG00000225756,DBH-AS1,NCBI:138948
ENSMUSG00000061959,Ces1e,NCBI:13897
ENSG00000221844,DPP3P2,NCBI:138971
ENSG00000095794,CREM,NCBI:1390
Unknown,PSMAGEA,NCBI:139041
ENSG00000213100,KRT18P68,NCBI:139060
ENSG00000237782,PLLPP1,NCBI:139061
ENSG00000179542,SLITRK4,NCBI:139065
ENSG00000189252,SPANXN3,NCBI:139067
ENSG00000165509,MAGEC3,NCBI:139081
ENSMUSG00000062181,Ces3b,NCBI:13909
ENSG00000177324,BEND2,NCBI:139105
ENSG00000166049,PASD1,NCBI:139135
ENSG00000227391,SALL1P1,NCBI:139163
ENSG00000198889,DCAF12L1,NCBI:139170
ENSG00000274588,DGKK,NCBI:139189
ENSG00000147571,CRH,NCBI:1392
ENSG00000269904,MAP2K4P1,NCBI:139201
ENSG00000080572,DNAAF6,NCBI:139212
ENSG00000157502,PWWP3B,NCBI:139221
ENSG00000123575,FAM199X,NCBI:139231
ENSMUSG00000097993,Ptprv,NCBI:13924
ENSG00000174678,FAM47DP,NCBI:139249
ENSG00000184675,AMER1,NCBI:139285
ENSMUSG00000020610,Amz2,NCBI:13929
ENSG00000145708,CRHBP,NCBI:1393
ENSG00000155008,APOOL,NCBI:139322
ENSG00000165259,HDX,NCBI:139324
ENSG00000237206,IMPDH1P4,NCBI:139334
ENSG00000069509,FUNDC1,NCBI:139341
ENSG00000183981,MAGEA13P,NCBI:139363
ENSG00000156920,ADGRG4,NCBI:139378
ENSG00000120088,CRHR1,NCBI:1394
ENSG00000165186,PTCHD1,NCBI:139411
ENSG00000224960,PPP4R3C,NCBI:139420
ENSG00000177689,MAGEB10,NCBI:139422
ENSG00000226372,DCAF8L1,NCBI:139425
ENSG00000185638,FTH1P14,NCBI:139431
ENSG00000215313,RPL6P30,NCBI:139452
ENSG00000106113,CRHR2,NCBI:1395
ENSG00000259849,VENTXP1,NCBI:139538
ENSG00000231513,E2F6P4,NCBI:139542
ENSG00000189401,OTUD6A,NCBI:139562
ENSG00000094841,UPRT,NCBI:139596
ENSG00000186675,MAGEE2,NCBI:139599
ENSG00000213145,CRIP1,NCBI:1396
ENSG00000189023,MAGEB16,NCBI:139604
ENSG00000189299,FOXR2,NCBI:139628
ENSG00000169164,XAGE-4,NCBI:139629
ENSG00000182809,CRIP2,NCBI:1397
ENSG00000160219,GAB3,NCBI:139716
ENSMUSG00000000884,Gnb1l,NCBI:13972
ENSG00000130822,PNCK,NCBI:139728
ENSG00000189420,ZFP92,NCBI:139735
ENSG00000123165,ACTRT1,NCBI:139741
ENSG00000218728,KRT18P44,NCBI:139748
ENSG00000147262,GPR119,NCBI:139760
ENSG00000204279,PAGE3,NCBI:139793
ENSG00000167193,CRK,NCBI:1398
Unknown,X83319,NCBI:13980
ENSG00000175718,RBMXL3,NCBI:139804
ENSG00000147251,DOCK11,NCBI:139818
ENSMUSG00000019768,Esr1,NCBI:13982
ENSMUSG00000021055,Esr2,NCBI:13983
ENSMUSG00000023443,Esx1,NCBI:13984
ENSG00000186767,SPIN4,NCBI:139886
ENSG00000099942,CRKL,NCBI:1399
ENSMUSG00000029920,Smarcad1,NCBI:13990
ENSMUSG00000022332,Khdrbs3,NCBI:13992
Unknown,Etohd1,NCBI:13995
ENSG00000223418,LIMK2P1,NCBI:139952
ENSG00000214111,PAFAH1B2P1,NCBI:139957
ENSMSPG00010041338,Etohd2,NCBI:13996
Unknown,Etohd3,NCBI:13997
ENSMUSG00000020021,Fgd6,NCBI:13998
ENSMUSG00000078889,Gm14288,NCBI:13999
ENSG00000127837,AAMP,NCBI:14
ENSG00000282608,ADORA3,NCBI:140
ENSG00000072832,CRMP1,NCBI:1400
ENSMUSG00000022191,Drosha,NCBI:14000
ENSG00000228578,TUBB1P2,NCBI:140004
Unknown,Etohi3,NCBI:14001
ENSG00000234529,GAPDHP19,NCBI:140028
Unknown,Etohi5,NCBI:14003
ENSG00000280969,RPS4Y2,NCBI:140032
ENSMUSG00000070493,Chchd2,NCBI:14004
ENSG00000226042,CDY10P,NCBI:140043
Unknown,Etohi7,NCBI:14005
Unknown,Etohi8,NCBI:14006
ENSMUSG00000002107,Celf2,NCBI:14007
ENSMUSG00000006311,Etv2,NCBI:14008
ENSMUSG00000004151,Etv1,NCBI:14009
ENSG00000132693,CRP,NCBI:1401
ENSG00000225809,RBMY2KP,NCBI:140100
ENSG00000173357,RBMY2MP,NCBI:140101
ENSMUSG00000030199,Etv6,NCBI:14011
ENSMUSG00000032092,Mpzl2,NCBI:14012
ENSG00000293249,RBMY2CP,NCBI:140123
ENSMUSG00000027684,Mecom,NCBI:14013
Unknown,Evi12,NCBI:14016
ENSMUSG00000078771,Evi2a,NCBI:14017
ENSMUSG00000011831,Evi5,NCBI:14020
ENSMUSG00000000861,Bcl11a,NCBI:14025
ENSG00000198390,KRTAP13-1,NCBI:140258
ENSMUSG00000021262,Evl,NCBI:14026
ENSMUSG00000034282,Evpl,NCBI:14027
ENSMUSG00000005503,Evx1,NCBI:14028
ENSMUSG00000001815,Evx2,NCBI:14029
ENSG00000242220,TCP10L,NCBI:140290
ENSMUSG00000009079,Ewsr1,NCBI:14030
ENSMUSG00000000983,Wfdc18,NCBI:14038
ENSG00000145681,HAPLN1,NCBI:1404
ENSMUSG00000061731,Ext1,NCBI:14042
ENSMUSG00000027198,Ext2,NCBI:14043
ENSG00000139797,RNF113B,NCBI:140432
Unknown,SCA9,NCBI:140451
ENSG00000169876,MUC17,NCBI:140453
Unknown,PSORS8,NCBI:140454
ENSG00000165192,ASB11,NCBI:140456
ENSG00000164122,ASB5,NCBI:140458
ENSG00000148331,ASB6,NCBI:140459
ENSG00000183475,ASB7,NCBI:140460
ENSG00000177981,ASB8,NCBI:140461
ENSG00000102048,ASB9,NCBI:140462
ENSG00000281473,PISRT1,NCBI:140464
ENSG00000196465,MYL6B,NCBI:140465
ENSG00000198816,ZNF358,NCBI:140467
ENSG00000231162,COX11P1,NCBI:140468
ENSG00000071909,MYO3B,NCBI:140469
ENSMUSG00000118672,Muc4,NCBI:140474
ENSMUSG00000025418,Bsnd,NCBI:140475
ENSMUSG00000033498,Strc,NCBI:140476
ENSMUSG00000028707,Dmbx1,NCBI:140477
ENSMUSG00000025932,Eya1,NCBI:14048
ENSMUSG00000038886,Man2a2,NCBI:140481
ENSMUSG00000047264,Zfp358,NCBI:140482
ENSMUSG00000026986,Hnmt,NCBI:140483
ENSMUSG00000046020,Pofut1,NCBI:140484
ENSMUSG00000013415,Igf2bp1,NCBI:140486
ENSMUSG00000029814,Igf2bp3,NCBI:140488
ENSMUSG00000045493,Bhlhe23,NCBI:140489
ENSMUSG00000017897,Eya2,NCBI:14049
ENSMUSG00000042717,Ppp1r3a,NCBI:140491
ENSMUSG00000054477,Kcnn2,NCBI:140492
ENSMUSG00000000794,Kcnn3,NCBI:140493
ENSMUSG00000038600,Atp6v0a4,NCBI:140494
ENSMUSG00000044811,Cd300c2,NCBI:140497
ENSMUSG00000053368,Rxfp2,NCBI:140498
ENSMUSG00000023286,Ube2j2,NCBI:140499
ENSMUSG00000028886,Eya3,NCBI:14050
ENSMUSG00000029033,Acap3,NCBI:140500
LOC6608457,Gm20552,NCBI:140501
ENSMUSG00000010461,Eya4,NCBI:14051
ENSG00000105982,RNF32,NCBI:140545
ENSMUSG00000033423,Eri3,NCBI:140546
ENSMUSG00000006920,Ezh1,NCBI:14055
ENSMUSG00000022432,Smc1b,NCBI:140557
ENSMUSG00000038034,Igsf8,NCBI:140559
ENSMUSG00000029687,Ezh2,NCBI:14056
ENSG00000243811,APOBEC3D,NCBI:140564
ENSMUSG00000021474,Sfxn1,NCBI:14057
ENSMUSG00000036606,Plxnb2,NCBI:140570
ENSMUSG00000031385,Plxnb3,NCBI:140571
ENSG00000188643,S100A16,NCBI:140576
ENSMUSG00000040183,Ankrd6,NCBI:140577
ENSG00000154645,CHODL,NCBI:140578
ENSMUSG00000017670,Elmo2,NCBI:140579
ENSMUSG00000031444,F10,NCBI:14058
ENSMUSG00000041112,Elmo1,NCBI:140580
ENSG00000176782,DEFB104A,NCBI:140596
ENSG00000184905,TCEAL2,NCBI:140597
ENSG00000105392,CRX,NCBI:1406
ENSMUSG00000026368,F13b,NCBI:14060
ENSG00000234565,COX6B1P1,NCBI:140603
ENSG00000198832,SELENOM,NCBI:140606
ENSG00000151414,NEK7,NCBI:140609
ENSMUSG00000027249,F2,NCBI:14061
ENSG00000196867,ZFP28,NCBI:140612
ENSMUSG00000048376,F2r,NCBI:14062
ENSG00000235297,FAUP1,NCBI:140623
ENSG00000169717,ACTRT2,NCBI:140625
ENSG00000130700,GATA5,NCBI:140628
ENSMUSG00000027300,Ubox5,NCBI:140629
ENSMUSG00000021678,F2rl1,NCBI:14063
ENSMUSG00000059890,Ube4a,NCBI:140630
ENSMUSG00000021675,F2rl2,NCBI:14064
ENSMUSG00000050147,F2rl3,NCBI:14065
ENSMUSG00000028128,F3,NCBI:14066
ENSG00000240828,RPL21P4,NCBI:140660
ENSMUSG00000026579,F5,NCBI:14067
ENSG00000238151,MLLT10P1,NCBI:140678
ENSG00000101438,SLC32A1,NCBI:140679
ENSMUSG00000031443,F7,NCBI:14068
ENSG00000196476,C20orf96,NCBI:140680
ENSG00000131050,BPIFA2,NCBI:140683
ENSG00000130584,ZBTB46,NCBI:140685
ENSG00000124116,WFDC3,NCBI:140686
ENSG00000124091,GCNT7,NCBI:140687
ENSG00000197183,NOL4L,NCBI:140688
ENSG00000054803,CBLN4,NCBI:140689
ENSMUSG00000031196,F8,NCBI:14069
ENSG00000124092,CTCFL,NCBI:140690
ENSG00000185880,TRIM69,NCBI:140691
ENSG00000234274,COX7BP2,NCBI:140692
ENSG00000227663,RPL7P2,NCBI:140695
ENSG00000227401,RPL37P1,NCBI:140696
ENSG00000230636,RPL36P1,NCBI:140697
ENSG00000101353,MROH8,NCBI:140699
ENSG00000008405,CRY1,NCBI:1407
ENSMUSG00000078317,F8a,NCBI:14070
ENSG00000130590,SAMD10,NCBI:140700
ENSG00000183260,ABHD16B,NCBI:140701
ENSMUSG00000034164,Emid1,NCBI:140703
ENSG00000101331,CCM2L,NCBI:140706
ENSG00000184992,BRI3BP,NCBI:140707
ENSMUSG00000004415,Col26a1,NCBI:140709
ENSMUSG00000031138,F9,NCBI:14071
ENSG00000149639,MTCL2,NCBI:140710
ENSG00000101342,TLDC2,NCBI:140711
ENSG00000226144,RPS27AP3,NCBI:140714
ENSG00000215063,RPL21P2,NCBI:140715
ENSG00000234075,RPL35AP,NCBI:140716
ENSG00000226243,RPL37AP1,NCBI:140717
ENSG00000237929,RPL31P3,NCBI:140718
ENSG00000228601,RPL39P,NCBI:140719
ENSMUSG00000034471,Caskin2,NCBI:140721
ENSMUSG00000040373,Cacng5,NCBI:140723
ENSMUSG00000034171,Faah,NCBI:14073
ENSG00000101098,RIMS4,NCBI:140730
ENSG00000124227,ANKRD60,NCBI:140731
ENSG00000167098,SUN5,NCBI:140732
ENSG00000172264,MACROD2,NCBI:140733
ENSG00000264364,DYNLL2,NCBI:140735
ENSG00000171227,TMEM37,NCBI:140738
ENSG00000184182,UBE2F,NCBI:140739
ENSMUSG00000019802,Sec63,NCBI:140740
ENSMUSG00000046922,Gpr6,NCBI:140741
ENSMUSG00000038332,Sesn1,NCBI:140742
ENSMUSG00000022176,Rem2,NCBI:140743
ENSG00000229500,RPL17P1,NCBI:140748
ENSG00000237068,RPL5P2,NCBI:140749
ENSG00000224497,RPL36P4,NCBI:140750
ENSG00000231302,RPL36P2,NCBI:140751
ENSG00000232333,RPS27AP2,NCBI:140752
ENSG00000230837,RPL31P2,NCBI:140753
ENSG00000230935,RPS3P1,NCBI:140754
ENSG00000225246,RPS2P1,NCBI:140755
ENSG00000213979,RPL7AP14,NCBI:140756
ENSG00000224452,RSL24D1P6,NCBI:140757
ENSG00000213950,RPS10P2,NCBI:140758
ENSG00000226217,RPL19P1,NCBI:140759
ENSG00000235065,RPL24P2,NCBI:140760
ENSG00000231307,RPS3P2,NCBI:140761
Unknown,C87926,NCBI:140762
ENSMUSG00000024034,Tmprss3,NCBI:140765
ENSG00000138316,ADAMTS14,NCBI:140766
ENSG00000152954,NRSN1,NCBI:140767
ENSMUSG00000028773,Fabp3,NCBI:14077
ENSG00000226746,SMCR5,NCBI:140771
Unknown,SMCR6,NCBI:140772
ENSG00000176994,SMCR8,NCBI:140775
ENSMUSG00000034663,Bmp2k,NCBI:140780
ENSMUSG00000053093,Myh7,NCBI:140781
ENSMUSG00000023057,Fabp2,NCBI:14079
ENSMUSG00000036103,Colec12,NCBI:140792
ENSMUSG00000036381,P2ry14,NCBI:140795
ENSG00000121671,CRY2,NCBI:1408
ENSMUSG00000054422,Fabp1,NCBI:14080
ENSG00000165496,RPL10L,NCBI:140801
Unknown,LGV1,NCBI:140802
ENSG00000119121,TRPM6,NCBI:140803
OsLiXu_08g0001760,HT,NCBI:140805
ENSMUSG00000040770,Il25,NCBI:140806
ENSG00000170486,KRT72,NCBI:140807
ENSG00000271303,SRXN1,NCBI:140809
ENSMUSG00000018796,Acsl1,NCBI:14081
ENSMUSG00000090100,Ttbk2,NCBI:140810
ENSMUSG00000031077,Fadd,NCBI:14082
ENSXETG00000010686,RSS,NCBI:140821
ENSG00000125995,ROMO1,NCBI:140823
ENSG00000124257,NEURL2,NCBI:140825
ENSG00000259974,LINC00261,NCBI:140828
ENSMUSG00000022607,Ptk2,NCBI:14083
ENSG00000132801,ZSWIM3,NCBI:140831
ENSG00000180305,WFDC10A,NCBI:140832
ENSG00000168746,LINC01620,NCBI:140834
ENSG00000125888,BANF2,NCBI:140836
ENSG00000170191,NANP,NCBI:140838
ENSMUSG00000010517,Faf1,NCBI:14084
ENSG00000235214,FAM83C-AS1,NCBI:140846
ENSG00000227927,MACROD2-IT1,NCBI:140848
ENSMUSG00000030630,Fah,NCBI:14085
ENSG00000088782,DEFB127,NCBI:140850
ENSG00000229230,MT1P3,NCBI:140851
ENSG00000132631,SCP2D1,NCBI:140856
ENSG00000226094,RPL7P3,NCBI:140857
ENSMUSG00000026917,Wdr5,NCBI:140858
ENSMUSG00000017405,Nek8,NCBI:140859
ENSMUSG00000029581,Fscn1,NCBI:14086
ENSG00000101230,ISM1,NCBI:140862
ENSG00000168630,SPINT5P,NCBI:140863
ENSG00000237687,LINC00686,NCBI:140865
ENSMUSG00000032815,Fanca,NCBI:14087
ENSG00000243543,WFDC6,NCBI:140870
ENSG00000228593,CFTRP1,NCBI:140871
ENSG00000125975,C20orf173,NCBI:140873
ENSG00000233354,LINC00028,NCBI:140875
ENSG00000042062,RIPOR3,NCBI:140876
ENSMUSG00000021461,Fancc,NCBI:14088
ENSG00000125831,CST11,NCBI:140880
ENSG00000125903,DEFB129,NCBI:140881
ENSG00000275004,ZNF280B,NCBI:140883
ENSG00000198053,SIRPA,NCBI:140885
ENSG00000174740,PABPC5,NCBI:140886
ENSMUSG00000016520,Lnx2,NCBI:140887
ENSMUSG00000000392,Fap,NCBI:14089
ENSG00000153914,SREK1,NCBI:140890
Unknown,TCPT,NCBI:140892
ENSG00000130701,RBBP8NL,NCBI:140893
ENSG00000149646,CNBD2,NCBI:140894
ENSG00000234878,HSPE1P1,NCBI:140895
ENSG00000160202,CRYAA,NCBI:1409
ENSG00000125834,STK35,NCBI:140901
ENSG00000101074,R3HDML,NCBI:140902
ENSMUSG00000060371,Caln1,NCBI:140904
Unknown,SPG19,NCBI:140907
ENSG00000229690,MTCO2P1,NCBI:140909
ENSG00000224530,PPIAP10,NCBI:140913
ENSMUSG00000027845,Dclre1b,NCBI:140917
ENSMUSG00000039710,Slc7a12,NCBI:140918
ENSMUSG00000030500,Slc17a6,NCBI:140919
ENSG00000239557,PPP2R5CP,NCBI:140921
ENSG00000251380,DCANP1,NCBI:140947
ENSG00000144843,ADPRH,NCBI:141
ENSG00000109846,CRYAB,NCBI:1410
ENSMUSG00000024778,Fas,NCBI:14102
ENSMUSG00000000817,Fasl,NCBI:14103
ENSMUSG00000025153,Fasn,NCBI:14104
ENSMUSG00000028676,Srsf10,NCBI:14105
ENSMUSG00000033837,Foxh1,NCBI:14106
ENSMUSG00000070047,Fat1,NCBI:14107
ENSMUSG00000038274,Fau,NCBI:14109
ENSG00000108255,CRYBA1,NCBI:1411
ENSMUSG00000046865,Fbl,NCBI:14113
ENSMUSG00000006369,Fbln1,NCBI:14114
ENSMUSG00000064080,Fbln2,NCBI:14115
ENSMUSG00000027204,Fbn1,NCBI:14118
ENSMUSG00000024598,Fbn2,NCBI:14119
ENSG00000163499,CRYBA2,NCBI:1412
ENSMUSG00000021456,Fbp2,NCBI:14120
ENSMUSG00000069805,Fbp1,NCBI:14121
ENSMUSG00000042423,Fbrs,NCBI:14123
ENSMUSG00000005339,Fcer1a,NCBI:14125
ENSMUSG00000024680,Ms4a2,NCBI:14126
ENSMUSG00000058715,Fcer1g,NCBI:14127
ENSMUSG00000005540,Fcer2a,NCBI:14128
ENSMUSG00000015947,Fcgr1,NCBI:14129
ENSG00000196431,CRYBA4,NCBI:1413
ENSMUSG00000026656,Fcgr2b,NCBI:14130
ENSMUSG00000059498,Fcgr3,NCBI:14131
ENSMUSG00000003420,Fcgrt,NCBI:14132
ENSMUSG00000026938,Fcna,NCBI:14133
ENSMUSG00000026835,Fcnb,NCBI:14134
ENSMUSG00000021273,Fdft1,NCBI:14137
ENSG00000100122,CRYBB1,NCBI:1414
ENSMUSG00000032051,Fdx1,NCBI:14148
ENSMUSG00000018861,Ar,NCBI:14149
ENSG00000244752,CRYBB2,NCBI:1415
ENSMUSG00000024588,Fech,NCBI:14151
ENSMUSG00000043683,Fem1a,NCBI:14154
ENSMUSG00000032244,Fem1b,NCBI:14155
ENSMUSG00000024742,Fen1,NCBI:14156
ENSMUSG00000000127,Fer,NCBI:14158
ENSMUSG00000053158,Fes,NCBI:14159
ENSG00000291087,CRYBB2P1,NCBI:1416
ENSMUSG00000020140,Lgr5,NCBI:14160
ENSMUSG00000028001,Fga,NCBI:14161
ENSMUSG00000025265,Fgd1,NCBI:14163
ENSMUSG00000036585,Fgf1,NCBI:14164
ENSMUSG00000021732,Fgf10,NCBI:14165
ENSMUSG00000042826,Fgf11,NCBI:14166
ENSMUSG00000022523,Fgf12,NCBI:14167
ENSMUSG00000031137,Fgf13,NCBI:14168
ENSMUSG00000025551,Fgf14,NCBI:14169
ENSG00000100053,CRYBB3,NCBI:1417
ENSMUSG00000031073,Fgf15,NCBI:14170
ENSMUSG00000022101,Fgf17,NCBI:14171
ENSMUSG00000057967,Fgf18,NCBI:14172
ENSMUSG00000037225,Fgf2,NCBI:14173
ENSMUSG00000031074,Fgf3,NCBI:14174
ENSMUSG00000050917,Fgf4,NCBI:14175
ENSMUSG00000029337,Fgf5,NCBI:14176
ENSMUSG00000000183,Fgf6,NCBI:14177
ENSMUSG00000027208,Fgf7,NCBI:14178
ENSMUSG00000025219,Fgf8,NCBI:14179
ENSG00000168582,CRYGA,NCBI:1418
ENSMUSG00000021974,Fgf9,NCBI:14180
ENSMUSG00000048373,Fgfbp1,NCBI:14181
ENSMUSG00000031565,Fgfr1,NCBI:14182
ENSMUSG00000030849,Fgfr2,NCBI:14183
ENSMUSG00000054252,Fgfr3,NCBI:14184
ENSMUSG00000005320,Fgfr4,NCBI:14186
ENSMUSG00000029762,Akr1b8,NCBI:14187
ENSG00000182187,CRYGB,NCBI:1419
ENSMUSG00000039899,Fgl2,NCBI:14190
ENSMUSG00000028874,Fgr,NCBI:14191
ENSOMYG00000071309,fh,NCBI:14193
ENSMUSG00000026526,Fh1,NCBI:14194
ENSMUSG00000060579,Fhit,NCBI:14198
ENSMUSG00000023092,Fhl1,NCBI:14199
ENSG00000143799,PARP1,NCBI:142
ENSG00000163254,CRYGC,NCBI:1420
ENSMUSG00000008136,Fhl2,NCBI:14200
ENSMUSG00000032643,Fhl3,NCBI:14201
ENSMUSG00000050035,Fhl4,NCBI:14202
ENSMUSG00000074141,Il4i1,NCBI:14204
ENSMUSG00000031380,Vegfd,NCBI:14205
ENSMUSG00000029147,Ppm1g,NCBI:14208
ENSG00000118231,CRYGD,NCBI:1421
ENSMUSG00000028312,Smc2,NCBI:14211
ENSMUSG00000053617,Sh3pxd2a,NCBI:14218
ENSMUSG00000019997,Ccn2,NCBI:14219
ENSMUSG00000075012,Fjx1,NCBI:14221
ENSMUSG00000032966,Fkbp1a,NCBI:14225
ENSMUSG00000020635,Fkbp1b,NCBI:14226
ENSMUSG00000056629,Fkbp2,NCBI:14227
ENSMUSG00000030357,Fkbp4,NCBI:14228
ENSMUSG00000024222,Fkbp5,NCBI:14229
ENSG00000232799,CRYGFP,NCBI:1423
ENSMUSG00000001555,Fkbp10,NCBI:14230
ENSMUSG00000002732,Fkbp7,NCBI:14231
ENSMUSG00000019428,Fkbp8,NCBI:14232
ENSMUSG00000047861,Foxi1,NCBI:14233
ENSMUSG00000046714,Foxc2,NCBI:14234
ENSMUSG00000001517,Foxm1,NCBI:14235
ENSMUSG00000034998,Foxn2,NCBI:14236
ENSMUSG00000051490,Foxd4,NCBI:14237
ENSMUSG00000038402,Foxf2,NCBI:14238
ENSMUSG00000074676,Foxs1,NCBI:14239
ENSG00000223710,CRYGGP,NCBI:1424
ENSMUSG00000056829,Foxb2,NCBI:14240
ENSMUSG00000097084,Foxl1,NCBI:14241
ENSMUSG00000020593,Lpin1,NCBI:14245
ENSMUSG00000102439,Flg,NCBI:14246
ENSMUSG00000016087,Fli1,NCBI:14247
ENSMUSG00000002812,Flii,NCBI:14248
ENSMUSG00000059714,Flot1,NCBI:14251
ENSMUSG00000061981,Flot2,NCBI:14252
ENSMUSG00000029648,Flt1,NCBI:14254
ENSMUSG00000042817,Flt3,NCBI:14255
ENSMUSG00000110206,Flt3l,NCBI:14256
ENSMUSG00000020357,Flt4,NCBI:14257
ENSMUSG00000044042,Fmn1,NCBI:14260
ENSMUSG00000040181,Fmo1,NCBI:14261
ENSMUSG00000026691,Fmo3,NCBI:14262
