ensembl_id,gene_symbol,ncbi_id
ENSG00000121410,A1BG,NCBI:1
ENSG00000156006,NAT2,NCBI:10
ENSG00000196839,ADA,NCBI:100
ENSG00000170558,CDH2,NCBI:1000
ENSG00000117020,AKT3,NCBI:10000
LOC6618288,Gm14964,NCBI:100008567
ENSG00000236362,GAGE12F,NCBI:100008586
ENSG00000274917,RNA5-8SN5,NCBI:100008587
Unknown,RNA18SN5,NCBI:100008588
Unknown,RNA28SN5,NCBI:100008589
ENSMUSG00000079681,Zglp1,NCBI:100009600
Unknown,TRY-GTA7-1,NCBI:100009601
Unknown,TRY-GTA5-4,NCBI:100009602
Unknown,TRA-AGC11-1,NCBI:100009603
Unknown,TRA-AGC8-1,NCBI:100009604
Unknown,TRF-GAA2-1,NCBI:100009605
Unknown,TRF-GAA1-4,NCBI:100009606
Unknown,TRH-GTG1-6,NCBI:100009607
ENSMUSG00000066372,Vmn2r65,NCBI:100009609
ENSG00000254417,LINC02584,NCBI:100009613
ENSMUSG00000094012,Gm10024,NCBI:100009614
ENSMUSG00000006169,F630206G17Rik,NCBI:100009664
ENSG00000236375,POU5F1P5,NCBI:100009667
ENSG00000242551,POU5F1P6,NCBI:100009668
ENSG00000248365,POU5F1P7,NCBI:100009669
Unknown,IRX4P1,NCBI:100009671
HanXRQr2_Chr03g0102771,MRT4,NCBI:100009675
ENSG00000256628,ZBTB11-AS1,NCBI:100009676
ENSG00000133997,MED6,NCBI:10001
ENSMUSG00000050810,Oog3,NCBI:100012
MGP_CAROLIEiJ_G0002760,Notumos,NCBI:100015211
ENSMUSG00000037295,Ldlrap1,NCBI:100017
ENSMUSG00000058006,Mdn1,NCBI:100019
ENSG00000278570,NR2E3,NCBI:10002
ENSG00000077616,NAALAD2,NCBI:10003
Unknown,VN2R2P,NCBI:100033391
ENSG00000234680,VN2R3P,NCBI:100033392
Unknown,VN2R6P,NCBI:100033395
Unknown,VN2R7P,NCBI:100033396
ENSG00000226348,VN2R10P,NCBI:100033398
Unknown,VN2R11P,NCBI:100033399
Unknown,VN2R12P,NCBI:100033400
Unknown,VN2R13P,NCBI:100033401
Unknown,VN2R14P,NCBI:100033402
Unknown,VN2R16P,NCBI:100033404
Unknown,VN2R18P,NCBI:100033406
ENSG00000235974,VN2R19P,NCBI:100033407
Unknown,VN2R20P,NCBI:100033408
ENSG00000234644,OTX2P1,NCBI:100033409
ENSG00000282757,DUXB,NCBI:100033411
ENSG00000207063,SNORD116-1,NCBI:100033413
ENSG00000207001,SNORD116-2,NCBI:100033414
ENSG00000207014,SNORD116-3,NCBI:100033415
ENSG00000275529,SNORD116-4,NCBI:100033416
ENSG00000207191,SNORD116-5,NCBI:100033417
ENSG00000207442,SNORD116-6,NCBI:100033418
ENSG00000207133,SNORD116-7,NCBI:100033419
ENSG00000207093,SNORD116-8,NCBI:100033420
ENSG00000206727,SNORD116-9,NCBI:100033421
ENSG00000200661,SNORD116-10,NCBI:100033422
ENSG00000206609,SNORD116-11,NCBI:100033423
ENSG00000207197,SNORD116-12,NCBI:100033424
ENSG00000207137,SNORD116-13,NCBI:100033425
ENSG00000206621,SNORD116-14,NCBI:100033426
ENSG00000207174,SNORD116-15,NCBI:100033427
ENSG00000207263,SNORD116-16,NCBI:100033428
ENSG00000206656,SNORD116-17,NCBI:100033429
ENSG00000206688,SNORD116-18,NCBI:100033430
ENSG00000278715,SNORD116-20,NCBI:100033431
ENSG00000277785,SNORD116-21,NCBI:100033432
ENSG00000275127,SNORD116-22,NCBI:100033433
ENSG00000207375,SNORD116-23,NCBI:100033434
ENSG00000207279,SNORD116-24,NCBI:100033435
ENSG00000252326,SNORD116-25,NCBI:100033436
ENSG00000199712,SNORD115-2,NCBI:100033437
ENSG00000251815,SNORD116-26,NCBI:100033438
ENSG00000251896,SNORD116-27,NCBI:100033439
ENSG00000200680,SNORD115-4,NCBI:100033441
ENSG00000200503,SNORD115-5,NCBI:100033442
ENSG00000200812,SNORD115-6,NCBI:100033443
ENSG00000278089,SNORD115-7,NCBI:100033444
ENSG00000200726,SNORD115-8,NCBI:100033445
ENSG00000199782,SNORD115-9,NCBI:100033446
ENSG00000201943,SNORD115-10,NCBI:100033447
ENSG00000200486,SNORD115-11,NCBI:100033448
ENSG00000199453,SNORD115-12,NCBI:100033449
ENSG00000273835,SNORD115-13,NCBI:100033450
ENSG00000199960,SNORD115-14,NCBI:100033451
ENSG00000201679,SNORD115-15,NCBI:100033453
ENSG00000200757,SNORD115-16,NCBI:100033454
ENSG00000201482,SNORD115-17,NCBI:100033455
ENSG00000200163,SNORD115-18,NCBI:100033456
ENSG00000199968,SNORD115-19,NCBI:100033458
ENSMUSG00000066677,Ifi208,NCBI:100033459
ENSG00000201969,SNORD115-20,NCBI:100033460
ENSG00000199833,SNORD115-21,NCBI:100033603
ENSG00000201326,SNORD115-22,NCBI:100033799
ENSG00000201331,SNORD115-23,NCBI:100033800
ENSG00000199489,SNORD115-25,NCBI:100033801
ENSG00000275524,SNORD115-26,NCBI:100033802
ENSG00000199704,SNORD115-29,NCBI:100033803
ENSG00000200987,SNORD115-30,NCBI:100033804
ENSG00000202188,SNORD115-31,NCBI:100033805
ENSG00000200949,SNORD115-32,NCBI:100033806
ENSG00000200593,SNORD115-33,NCBI:100033807
ENSG00000199311,SNORD115-34,NCBI:100033808
ENSG00000201992,SNORD115-35,NCBI:100033809
ENSG00000202499,SNORD115-36,NCBI:100033810
ENSG00000200638,SNORD115-37,NCBI:100033811
ENSG00000201907,SNORD115-38,NCBI:100033812
ENSG00000200564,SNORD115-39,NCBI:100033813
ENSG00000272460,SNORD115-40,NCBI:100033814
ENSG00000200478,SNORD115-41,NCBI:100033815
ENSG00000201143,SNORD115-42,NCBI:100033816
ENSG00000202373,SNORD115-43,NCBI:100033817
ENSG00000202261,SNORD115-44,NCBI:100033818
ENSG00000284010,MIR675,NCBI:100033819
ENSG00000278123,SNORD116-28,NCBI:100033820
ENSG00000207245,SNORD116-29,NCBI:100033821
ENSG00000201634,SNORD115-48,NCBI:100033822
ENSMUSG00000069792,Wfdc17,NCBI:100034251
Unknown,9330171B17Rik,NCBI:100034360
ENSMUSG00000048222,Mfap1b,NCBI:100034361
ENSMUSG00000089996,Tmsb15b2,NCBI:100034363
ENSMUSG00000085304,Gm12802,NCBI:100034661
ENSMUSG00000085016,Gm11335,NCBI:100034675
ENSMUSG00000071561,Cstdc5,NCBI:100034684
ENSDARG00000097011,AA1,NCBI:100034700
Unknown,AA2,NCBI:100034703
ENSMUSG00000062353,Gm15772,NCBI:100034726
ENSMUSG00000067038,Rps12-ps3,NCBI:100034727
ENSMUSG00000079395,Gm15114,NCBI:100034729
Unknown,2610305J24Rik,NCBI:100034733
LOC6619632,Gm17762,NCBI:100034739
ENSG00000290705,PDZK1P1,NCBI:100034743
ENSMUSG00000025727,Prr35,NCBI:100034748
Unknown,Tbrs4,NCBI:100034832
ENSXETG00000026796,Vent2,NCBI:100034833
Unknown,Cia5c,NCBI:100034897
Unknown,Cia31,NCBI:100034915
Unknown,Igf1sl2,NCBI:100034946
Unknown,Hyplip2,NCBI:100034970
Unknown,Nstr1,NCBI:100035039
Unknown,Cinda3,NCBI:100035106
Unknown,Cinda5,NCBI:100035107
Unknown,Idd16.2,NCBI:100035157
Unknown,Cia40,NCBI:100035176
Unknown,Ath26,NCBI:100035183
Unknown,Bodw1,NCBI:100035226
Unknown,Ath29,NCBI:100035274
Unknown,Pgis1,NCBI:100035294
Unknown,Ctrq3,NCBI:100035433
Unknown,Psrs2,NCBI:100035452
Unknown,Tnbs1,NCBI:100035534
Unknown,Parms1,NCBI:100035592
Unknown,Pgia23,NCBI:100035736
Unknown,Fob3a,NCBI:100035759
ENSG00000197451,Abbp1,NCBI:100035767
Unknown,Cia27,NCBI:100035776
Unknown,Eae30,NCBI:100035778
Unknown,Cia32,NCBI:100035782
Unknown,Nstr2,NCBI:100035838
Unknown,Dice1b,NCBI:100035874
Unknown,Sdtq9,NCBI:100035929
Unknown,T2dm2sa,NCBI:100035948
Unknown,Pgis2,NCBI:100036109
Unknown,Pgia26,NCBI:100036138
Unknown,Chcmq2,NCBI:100036167
Unknown,Lmr13,NCBI:100036183
Unknown,Ses1b,NCBI:100036191
ENSNVIG00000008154,Spir1,NCBI:100036211
Unknown,Tb2r1,NCBI:100036230
Unknown,Cia5b,NCBI:100036235
Unknown,Eae31,NCBI:100036239
Unknown,Gluchos2,NCBI:100036249
Unknown,Eae27,NCBI:100036277
Unknown,Cinda4,NCBI:100036292
Unknown,Eae39,NCBI:100036293
Unknown,Artmd2,NCBI:100036318
Unknown,Tsiq2,NCBI:100036322
Unknown,Dice1a,NCBI:100036446
Unknown,Idd16.1,NCBI:100036448
Unknown,Idd21.1,NCBI:100036455
Unknown,Mancq2,NCBI:100036499
ENSMUSG00000069280,Vmn1r223,NCBI:100036518
ENSMUSG00000056061,Gata5os,NCBI:100036520
ENSMUSG00000089862,Umad1,NCBI:100036521
ENSMUSG00000097170,Gm16982,NCBI:100036523
ENSMSPG00010030861,Gm9887,NCBI:100036526
MGP_PahariEiJ_G0004137,Gm9934,NCBI:100036533
ENSMSPG00010034486,Gm9913,NCBI:100036535
ENSMUSG00000079564,Gm11149,NCBI:100036537
ENSMUSG00000085185,BC028777,NCBI:100036538
ENSMSPG00010045386,Gm13999,NCBI:100036539
ENSMUSG00000120244,Gm9744,NCBI:100036541
Unknown,Gm9983,NCBI:100036543
ENSMUSG00000097293,D630002J18Rik,NCBI:100036544
ENSG00000200398,SNORD115-24,NCBI:100036563
ENSG00000201300,SNORD115-27,NCBI:100036564
ENSG00000200801,SNORD115-28,NCBI:100036565
ENSG00000212380,SNORD115-45,NCBI:100036566
ENSRROG00000023715,SNORD115-47,NCBI:100036567
ENSMUSG00000094370,Gm3373,NCBI:100036568
ENSMUSG00000125650,Gm16525,NCBI:100036569
MGP_CAROLIEiJ_G0003603,Gm13066,NCBI:100036573
ENSG00000258967,HMGN1P3,NCBI:100036574
ENSMUSG00000056687,Gm11696,NCBI:100036768
Unknown,Idd4.3,NCBI:100037255
ENSMUSG00000022136,Dnajc3,NCBI:100037258
ENSMUSG00000100632,9430060I03Rik,NCBI:100037260
ENSMUSG00000112652,4921516A02Rik,NCBI:100037263
Unknown,STQTL6,NCBI:100037264
Unknown,STQTL7,NCBI:100037265
Unknown,STQTL8,NCBI:100037266
ENSG00000256189,DPPA4P3,NCBI:100037267
ENSMUSG00000043243,Niban3,NCBI:100037278
ENSG00000225022,UBE2D3P1,NCBI:100037280
ENSMUSG00000023806,Rsph3b,NCBI:100037282
ENSMUSG00000095687,Rnaset2a,NCBI:100037283
Unknown,5430403G19Rik,NCBI:100037297
ENSMUSG00000085886,D030047H15Rik,NCBI:100037396
Unknown,Dbmc1,NCBI:100037410
LOC6609379,Gm13274,NCBI:100037413
ENSG00000099974,DDTL,NCBI:100037417
ENSG00000236311,TLX1NB,NCBI:100038246
FBgn0263236,PTLS,NCBI:100038247
Unknown,PSNP3,NCBI:100038248
ENSMSPG00010025912,B930046K06Rik,NCBI:100038346
ENSMUSG00000078670,Fam174b,NCBI:100038347
LOC6614073,Gm10862,NCBI:100038349
LOC6613908,Gm10792,NCBI:100038351
LOC6613932,Gm10802,NCBI:100038352
ENSMUSG00000097712,Gm10532,NCBI:100038353
ENSMSPG00010026693,G730003C15Rik,NCBI:100038354
ENSMUSG00000073394,Runx2os1,NCBI:100038355
ENSMUSG00000085828,Gm15612,NCBI:100038356
ENSMSPG00010050540,Gm10856,NCBI:100038357
ENSMUSG00000102887,Gm10857,NCBI:100038358
LOC6613933,Gm10803,NCBI:100038360
LOC6613787,Gm10723,NCBI:100038361
ENSMUSG00000078122,F630028O10Rik,NCBI:100038363
LOC6614021,Gm10836,NCBI:100038364
Unknown,Gm10405,NCBI:100038366
LOC6614192,Gm10513,NCBI:100038367
LOC6613992,Gm10609,NCBI:100038368
Unknown,F630201L12Rik,NCBI:100038369
Unknown,4932427H20Rik,NCBI:100038370
ENSMUSG00000082396,Zfp389,NCBI:100038371
Unknown,Gm10763,NCBI:100038372
LOC6621439,Gm10062,NCBI:100038373
ENSMUSG00000074555,Gm10714,NCBI:100038374
LOC116802445,Gm10531,NCBI:100038375
ENSMSPG00010049163,Gm10876,NCBI:100038376
LOC6613817,Gm10750,NCBI:100038377
ENSMUSG00000072884,Gm10433,NCBI:100038378
LOC6614021,Gm10837,NCBI:100038380
ENSMUSG00000074232,Gm10647,NCBI:100038381
ENSMUSG00000108930,Gm10648,NCBI:100038382
ENSMUSG00000074237,Gm10650,NCBI:100038383
ENSMUSG00000094841,Gm10610,NCBI:100038384
ENSMUSG00000104576,F830115B05Rik,NCBI:100038385
LOC6614266,Gm10473,NCBI:100038387
MGP_PahariEiJ_G0005189,Gm10614,NCBI:100038388
Unknown,G730046D07Rik,NCBI:100038390
ENSMUSG00000070342,Gm10287,NCBI:100038391
ENSMUSG00000085169,Gm10785,NCBI:100038392
LOC6617051,Gm10183,NCBI:100038393
ENSMUSG00000117051,Gm10512,NCBI:100038394
Unknown,1700061E17Rik,NCBI:100038395
MGP_PahariEiJ_G0005045,Gm44113,NCBI:100038397
LOC6614051,Gm10579,NCBI:100038399
Unknown,BC025933,NCBI:100038402
LOC6614000,Gm10827,NCBI:100038405
Unknown,Gm10536,NCBI:100038410
LOC6615690,Gm15998,NCBI:100038411
ENSMSPG00010001021,Faddos,NCBI:100038412
Unknown,D130050E23Rik,NCBI:100038413
LOC6613786,Gm10735,NCBI:100038414
LOC6613931,Gm10643,NCBI:100038416
ENSMUSG00000073551,Spink13,NCBI:100038417
ENSMUSG00000074465,Gm10701,NCBI:100038418
Unknown,E330027M22Rik,NCBI:100038419
LOC6613960,Gm10624,NCBI:100038420
LOC6613781,Gm10733,NCBI:100038421
LOC6614004,Gm10604,NCBI:100038424
Unknown,Gm10563,NCBI:100038426
ENSMUSG00000106329,Gm10652,NCBI:100038427
LOC6614360,Gm10417,NCBI:100038428
ENSMUSG00000073430,Gm10505,NCBI:100038429
LOC6614062,Gm10568,NCBI:100038431
ENSMUSG00000097386,9130213A22Rik,NCBI:100038433
LOC6613898,Gm10661,NCBI:100038435
ENSMSPG00010050777,Gm10503,NCBI:100038436
ENSMSPG00010025738,Gm10706,NCBI:100038437
LOC6617143,Gm10372,NCBI:100038438
ENSMUSG00000097043,Gm10556,NCBI:100038439
LOC6619112,Gm16508,NCBI:100038440
Unknown,9330195I24Rik,NCBI:100038443
LOC6614268,Gm10472,NCBI:100038444
LOC6616968,Gm10216,NCBI:100038445
ENSMUSG00000074603,Gm10729,NCBI:100038447
LOC6613826,Gm10755,NCBI:100038449
LOC6612296,Gm12472,NCBI:100038450
ENSMUSG00000074281,Gm12522,NCBI:100038453
ENSMUSG00000063751,Platr8,NCBI:100038454
Unknown,Gm10831,NCBI:100038459
LOC6613870,Gm10677,NCBI:100038460
LOC6617892,Gm10641,NCBI:100038462
LOC6614070,Gm10859,NCBI:100038463
ENSMUSG00000074398,Gm15441,NCBI:100038464
ENSMUSG00000112084,Gm10773,NCBI:100038465
LOC6614061,Gm10854,NCBI:100038466
MGP_CAROLIEiJ_G0004893,A630072L19Rik,NCBI:100038467
ENSMUSG00000074385,Gm10684,NCBI:100038468
LOC6613945,Gm10808,NCBI:100038470
Unknown,Gm10469,NCBI:100038472
Unknown,Gm10490,NCBI:100038473
ENSMSPG00010040425,K230015D01Rik,NCBI:100038474
LOC6614285,Gm10457,NCBI:100038476
LOC6613970,Gm10616,NCBI:100038478
ENSMUSG00000074919,Gm10787,NCBI:100038479
LOC6617869,Gm10510,NCBI:100038481
ENSMUSG00000072686,Gm10398,NCBI:100038485
LOC6613801,Gm10742,NCBI:100038486
ENSMUSG00000079042,Apela,NCBI:100038489
Unknown,G370062D05Rik,NCBI:100038490
Unknown,F630048H11Rik,NCBI:100038492
ENSMUSG00000075325,Gm13582,NCBI:100038493
ENSMUSG00000074885,Gm10782,NCBI:100038494
LOC6613914,Gm10655,NCBI:100038496
LOC6614004,Gm10603,NCBI:100038497
LOC6617167,Gm10383,NCBI:100038501
Unknown,G730007D18Rik,NCBI:100038502
LOC6617138,Gm10369,NCBI:100038504
Unknown,Gm10523,NCBI:100038505
LOC6614086,Gm10873,NCBI:100038506
LOC6613920,Gm10797,NCBI:100038508
ENSMUSG00000097430,Gm10544,NCBI:100038509
MGP_PahariEiJ_G0003734,Gm12542,NCBI:100038512
ENSMUSG00000067352,Gm14149,NCBI:100038513
ENSMUSG00000086587,Gm11837,NCBI:100038514
Unknown,Gm9900,NCBI:100038519
ENSMUSG00000099758,Gm10830,NCBI:100038520
ENSMUSG00000109817,Gm10683,NCBI:100038521
ENSMUSG00000073242,Dnmt3aos,NCBI:100038522
ENSMUSG00000075025,Gm10804,NCBI:100038525
ENSMUSG00000087381,Gm16008,NCBI:100038526
MGP_CAROLIEiJ_G0003121,Gm10851,NCBI:100038528
LOC6613845,Gm10765,NCBI:100038529
ENSMUSG00000103710,D030062O11Rik,NCBI:100038531
ENSMUSG00000122568,Gm10822,NCBI:100038532
Unknown,7120482A17Rik,NCBI:100038534
Unknown,G530012D18Rik,NCBI:100038536
ENSMUSG00000074826,Ramacl,NCBI:100038538
Unknown,Gm10554,NCBI:100038541
LOC6614013,Gm10832,NCBI:100038543
ENSMUSG00000104015,Gm10745,NCBI:100038545
ENSMUSG00000112757,Gm10743,NCBI:100038546
LOC6621850,Gm10815,NCBI:100038547
ENSMUSG00000073492,Gm10521,NCBI:100038548
ENSMUSG00000114460,Gm10779,NCBI:100038549
LOC6613825,Gm10703,NCBI:100038550
LOC6613829,Gm10757,NCBI:100038551
Unknown,4732463B04Rik,NCBI:100038552
ENSMUSG00000074469,Gm15348,NCBI:100038554
ENSMUSG00000109722,Gm10578,NCBI:100038555
ENSMUSG00000107797,Gm10445,NCBI:100038556
LOC6614001,Gm10605,NCBI:100038557
LOC6613819,Gm10752,NCBI:100038558
LOC6613876,Gm10673,NCBI:100038559
LOC6613859,Gm10687,NCBI:100038560
ENSMSPG00010026609,B230104I21Rik,NCBI:100038561
LOC6614080,Gm10869,NCBI:100038562
LOC6617006,Gm10295,NCBI:100038563
ENSMUSG00000097141,Gm10524,NCBI:100038564
LOC6614082,Gm10871,NCBI:100038565
LOC6613907,Gm10658,NCBI:100038566
Unknown,Gm10483,NCBI:100038568
MGP_CAROLIEiJ_G0002349,Gm10558,NCBI:100038569
ENSMUSG00000075410,Prcd,NCBI:100038570
ENSMUSG00000073765,Gm12863,NCBI:100038571
MGP_CAROLIEiJ_G0002569,Gm12000,NCBI:100038572
LOC6614075,Gm10864,NCBI:100038573
ENSMUSG00000107623,Gm10415,NCBI:100038574
ENSMUSG00000111765,Gm10635,NCBI:100038575
ENSMUSG00000103159,F830112A20Rik,NCBI:100038576
ENSMUSG00000113856,Gm10790,NCBI:100038577
MGP_CAROLIEiJ_G0003124,Gm10848,NCBI:100038578
Unknown,C730037M02Rik,NCBI:100038579
ENSMSPG00010020624,6820445E23Rik,NCBI:100038580
LOC6614025,Gm10838,NCBI:100038581
LOC6613995,Gm10824,NCBI:100038582
LOC6613949,Gm10632,NCBI:100038583
ENSMUSG00000073051,Gm14812,NCBI:100038584
Unknown,Gm10278,NCBI:100038587
ENSMUSG00000112402,Gm10744,NCBI:100038589
LOC116801478,Gm10535,NCBI:100038590
ENSMUSG00000097331,F420014N23Rik,NCBI:100038591
LOC6617170,Gm10385,NCBI:100038592
LOC6617140,Gm10370,NCBI:100038594
ENSMUSG00000073739,Gm16287,NCBI:100038595
LOC6614324,Gm10435,NCBI:100038596
Unknown,A130057D12Rik,NCBI:100038597
LOC6617172,Gm10386,NCBI:100038598
ENSMUSG00000074517,Gm10710,NCBI:100038599
LOC6618598,Gm11529,NCBI:100038600
ENSMUSG00000075431,Gm11691,NCBI:100038601
ENSMUSG00000116505,Gm10865,NCBI:100038602
Unknown,3426406K10Rik,NCBI:100038604
Unknown,E030047D23Rik,NCBI:100038605
ENSMUSG00000105602,Gm10636,NCBI:100038607
ENSMUSG00000115667,Gm10389,NCBI:100038608
ENSMUSG00000106807,Gm10441,NCBI:100038609
LOC6613813,Gm10747,NCBI:100038610
Unknown,Gm10852,NCBI:100038611
LOC6613865,Gm10682,NCBI:100038612
ENSMUSG00000103130,F830212C03Rik,NCBI:100038613
ENSMUSG00000115518,Gm10791,NCBI:100038614
Unknown,D230041D01Rik,NCBI:100038615
ENSMUSG00000073103,Gm10466,NCBI:100038617
LOC6614038,Gm10847,NCBI:100038618
Unknown,Gm10839,NCBI:100038621
ENSMUSG00000116654,Gm10823,NCBI:100038623
LOC6614283,Gm10459,NCBI:100038624
LOC6614037,Gm10846,NCBI:100038625
ENSMUSG00000091102,5830462I19Rik,NCBI:100038626
ENSMUSG00000114442,F630042J09Rik,NCBI:100038627
ENSMUSG00000025194,Gm10768,NCBI:100038628
ENSMUSG00000102759,Gm10463,NCBI:100038629
ENSMSPG00010025982,Gm9888,NCBI:100038631
Unknown,Gm10776,NCBI:100038633
LOC6613909,Gm10657,NCBI:100038634
ENSRBIG00000034860,Arih2os,NCBI:100038635
Unknown,B230344G16Rik,NCBI:100038636
LOC6617132,Gm10134,NCBI:100038637
ENSMUSG00000138314,Fmr1os,NCBI:100038638
LOC6613796,Gm10739,NCBI:100038639
LOC6614018,Gm10835,NCBI:100038643
LOC6613890,Gm10667,NCBI:100038644
LOC6613836,Gm10699,NCBI:100038645
LOC6614054,Gm10576,NCBI:100038646
LOC6614057,Gm10572,NCBI:100038647
ENSMUSG00000120111,Gm10690,NCBI:100038649
Unknown,D130062J21Rik,NCBI:100038651
LOC6613858,Gm10688,NCBI:100038652
ENSMUSG00000101126,Gm10538,NCBI:100038653
ENSMUSG00000072589,Gm10371,NCBI:100038654
ENSMUSG00000091060,Myocos,NCBI:100038657
ENSMSPG00010019905,9830004L10Rik,NCBI:100038658
ENSMSPG00010051465,Mirt2,NCBI:100038659
Unknown,Gm10192,NCBI:100038661
Unknown,D130046C19Rik,NCBI:100038662
LOC6614031,Gm10842,NCBI:100038664
ENSMUSG00000072834,Gm12298,NCBI:100038666
ENSMSPG00010027474,Macrod2os2,NCBI:100038667
MGP_CAROLIEiJ_G0013676,Gm12526,NCBI:100038668
Unknown,F630010C12Rik,NCBI:100038670
ENSMSPG00010034089,Gm10860,NCBI:100038671
MGP_PahariEiJ_G0012493,Gm10530,NCBI:100038672
ENSMUSG00000103862,Gm10764,NCBI:100038674
ENSMUSG00000116888,7120432I05Rik,NCBI:100038676
LOC6614034,Gm10588,NCBI:100038677
Unknown,Gm10431,NCBI:100038679
Unknown,Gm1971,NCBI:100038680
MGP_CAROLIEiJ_G0003634,Gm10475,NCBI:100038682
ENSMUSG00000074847,Gm10775,NCBI:100038683
LOC6613965,Gm10618,NCBI:100038684
LOC6614345,Gm10426,NCBI:100038686
LOC6614053,Gm10577,NCBI:100038687
LOC6613785,Gm10724,NCBI:100038688
ENSMUSG00000099907,Gm10421,NCBI:100038689
ENSMUSG00000114613,Gm10732,NCBI:100038690
LOC6617834,Gm10344,NCBI:100038691
LOC6614142,Gm10537,NCBI:100038692
ENSMUSG00000073728,Tmem51os1,NCBI:100038693
LOC6613916,Gm10796,NCBI:100038694
ENSMUSG00000104497,Gm10555,NCBI:100038695
LOC6614077,Gm10866,NCBI:100038696
LOC6614151,Gm10912,NCBI:100038697
Unknown,Gm10437,NCBI:100038698
ENSMUSG00000074776,Gm10754,NCBI:100038699
LOC6610482,Gm14488,NCBI:100038700
ENSMSPG00010014347,5730424H11Rik,NCBI:100038701
ENSMUSG00000103491,Gm10730,NCBI:100038702
Unknown,Gm10498,NCBI:100038705
ENSMUSG00000099207,Gm10637,NCBI:100038706
ENSMUSG00000107894,Gm10388,NCBI:100038707
MGP_PahariEiJ_G0032914,Gm10855,NCBI:100038708
LOC6613902,Gm10789,NCBI:100038709
LOC6613815,Gm10748,NCBI:100038710
LOC6617030,Gm10309,NCBI:100038711
ENSMUSG00000097316,Gm10516,NCBI:100038712
ENSMUSG00000113679,Gm10432,NCBI:100038713
LOC6616825,Gm15401,NCBI:100038714
LOC6613961,Gm10623,NCBI:100038716
LOC6613997,Gm10826,NCBI:100038717
LOC6614225,Gm10494,NCBI:100038718
MGP_CAROLIEiJ_G0004921,Gm10425,NCBI:100038720
Unknown,Gm10781,NCBI:100038721
LOC6617023,Gm10305,NCBI:100038722
ENSMUSG00000072677,Sox5it,NCBI:100038723
LOC6617020,Gm10304,NCBI:100038724
ENSMUSG00000038594,Cep85l,NCBI:100038725
ENSMUSG00000115009,G930009F23Rik,NCBI:100038726
LOC6613952,Gm10811,NCBI:100038727
ENSMUSG00000072592,Gm10373,NCBI:100038728
LOC6614078,Gm10867,NCBI:100038729
ENSMUSG00000142675,Gm10387,NCBI:100038730
LOC6613823,Gm10753,NCBI:100038731
ENSMUSG00000075437,Gm11681,NCBI:100038732
ENSMUSG00000095959,Gm10845,NCBI:100038734
ENSMUSG00000072618,Gm10384,NCBI:100038735
ENSMUSG00000114266,Gm10403,NCBI:100038737
LOC6613972,Gm10615,NCBI:100038739
Unknown,3010085J16Rik,NCBI:100038741
ENSMUSG00000087301,Gm13629,NCBI:100038743
ENSMUSG00000066057,Gm1976,NCBI:100038746
LOC6613833,Gm10700,NCBI:100038748
ENSMSPG00010036569,4921514A10Rik,NCBI:100038750
ENSMUSG00000055323,Gm9967,NCBI:100038751
ENSMUSG00000096937,Gm10825,NCBI:100038752
ENSMSPG00010051192,Gm10143,NCBI:100038753
ENSMUSG00000097099,Gm9917,NCBI:100038755
Unknown,BC038268,NCBI:100038756
ENSMUSG00000086058,Unc45bos,NCBI:100038761
ENSMUSG00000093985,Gm10406,NCBI:100038847
ENSMUSG00000095495,Trav9d-3,NCBI:100038850
Unknown,Gm1974,NCBI:100038852
ENSMUSG00000079594,Cstdc6,NCBI:100038854
ENSMUSG00000094891,Or10h1b,NCBI:100038859
ENSMUSG00000093884,Or10h1,NCBI:100038860
ENSMUSG00000062638,Btnl1,NCBI:100038862
ENSMUSG00000100755,Rps23-ps1,NCBI:100038875
ENSMUSG00000035692,Isg15,NCBI:100038882
ENSMUSG00000074417,Pira12,NCBI:100038909
ENSMUSG00000121337,Ceacam-ps1,NCBI:100038912
ENSMUSG00000074444,Defa30,NCBI:100038927
ENSMUSG00000072049,Vmn2r121,NCBI:100038941
ENSMUSG00000074677,Sirpb1c,NCBI:100038947
ENSMUSG00000078686,Mup9,NCBI:100038948
ENSMUSG00000091049,Gm1979,NCBI:100038949
LOC6608001,Gm20792,NCBI:100038971
Unknown,Prss49,NCBI:100038972
MGP_CAROLIEiJ_G0002292,Gm1992,NCBI:100038975
MGP_CAROLIEiJ_G0004719,Gm12711,NCBI:100038976
ENSMUSG00000073267,Gm1993,NCBI:100038977
ENSMUSG00000078193,Rpl35rt,NCBI:100038991
ENSMUSG00000113951,Ubl5c,NCBI:100038992
ENSMUSG00000078680,Mup10,NCBI:100039008
ENSMUSG00000073834,Mup11,NCBI:100039028
ENSMUSG00000082639,Gm2012,NCBI:100039030
ENSMUSG00000095452,Gm20795,NCBI:100039034
ENSMUSG00000072905,Eif1ad3,NCBI:100039042
LOC6613776,Gm10731,NCBI:100039043
ENSMUSG00000073116,Speer4a2,NCBI:100039045
MGP_CAROLIEiJ_G0004793,Gm2018,NCBI:100039047
ENSMUSG00000113971,Eif1ad4,NCBI:100039052
ENSMUSG00000094793,Mup12,NCBI:100039054
ENSMUSG00000126801,Gm16404,NCBI:100039055
ENSMUSG00000078886,Gm2026,NCBI:100039060
ENSMUSG00000083628,Gm2030,NCBI:100039065
ENSMUSG00000096619,Eif1ad14,NCBI:100039076
Unknown,Gm2036,NCBI:100039078
